id,filename,split,y,a,blip_caption
2414,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0035_795464.jpg,1,0,1,a bird sitting on top of a boat in the ocean
2416,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0064_795466.jpg,1,0,0,a bird perched on top of a bamboo tree in a bamboo forest
2428,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0044_795480.jpg,1,0,1,a bird sitting on top of a tree branch
2441,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0037_795500.jpg,1,0,1,a bird sitting on a rock near the ocean
2446,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0009_795510.jpg,1,0,1,a bird perched on the edge of a river
2451,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0052_42621.jpg,1,0,1,a bird perched on a branch in front of a mountain lake
2460,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0068_42701.jpg,1,0,1,a small green bird perched on a pink flower
2461,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0008_42703.jpg,1,0,0,a bird perched on top of a tree
2462,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0063_42704.jpg,1,0,0,a bird sitting on top of a bird feeder in the snow
2517,044.Frigatebird/Frigatebird_0006_43381.jpg,1,1,0,a black bear in the woods
2522,044.Frigatebird/Frigatebird_0021_42913.jpg,1,1,0,a bird with a red ball in its beak
2527,044.Frigatebird/Frigatebird_0084_43006.jpg,1,1,1,a large bird flying over a body of water
2529,044.Frigatebird/Frigatebird_0070_43516.jpg,1,1,0,a man in a suit and tie holding a large bird
2542,045.Northern_Fulmar/Northern_Fulmar_0019_43853.jpg,1,1,0,a bird is flying over some bushes
2544,045.Northern_Fulmar/Northern_Fulmar_0010_44112.jpg,1,1,0,a seagul flying in the air over a dirt road
2546,045.Northern_Fulmar/Northern_Fulmar_0095_43860.jpg,1,1,0,a bird flying over the trees in the park
2567,045.Northern_Fulmar/Northern_Fulmar_0071_44146.jpg,1,1,1,a bird flying over the ocean at night
2597,046.Gadwall/Gadwall_0039_31013.jpg,1,1,0,a duck swimming in a stream in the woods
2605,046.Gadwall/Gadwall_0096_31560.jpg,1,1,1,a duck is flying over a train on the tracks
2635,046.Gadwall/Gadwall_0012_30920.jpg,1,1,1,a duck with its wings spread on the beach
2646,046.Gadwall/Gadwall_0034_31212.jpg,1,1,1,a duck swimming in the ocean with a blue sky and clouds in the background
2659,047.American_Goldfinch/American_Goldfinch_0128_32333.jpg,1,0,0,a leopard and a che che che che che che che che che che che che che che che che che che che che che che che che
2683,047.American_Goldfinch/American_Goldfinch_0041_31969.jpg,1,0,0,a bird sitting on a branch in a bamboo forest
2700,047.American_Goldfinch/American_Goldfinch_0106_32182.jpg,1,0,1,a yellow bird sitting on top of a rock in the water
2719,048.European_Goldfinch/European_Goldfinch_0012_794646.jpg,1,0,0,a bird sitting on top of a bamboo tree
2721,048.European_Goldfinch/European_Goldfinch_0090_794648.jpg,1,0,0,a bird perched on a tree branch
2728,048.European_Goldfinch/European_Goldfinch_0006_794661.jpg,1,0,0,a bird perched on top of a tree
2743,048.European_Goldfinch/European_Goldfinch_0097_794688.jpg,1,0,1,a bird flying over a body of water
2775,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0086_33818.jpg,1,0,1,a blue bird standing on the edge of a lake
2786,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0070_33612.jpg,1,0,1,a bird sitting on the back of a boat
2791,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0056_33649.jpg,1,0,1,a bird flying over the water with a fish in it's mouth
2797,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0062_33650.jpg,1,0,1,a bird sitting on top of a palm tree on a beach
2800,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0040_33417.jpg,1,0,0,a bird sitting on top of a tree
2808,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0123_33695.jpg,1,0,0,a bird sitting on top of a tree in a field
2814,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0027_33743.jpg,1,0,1,a bird flying over a lake with trees in the background
2816,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0113_33490.jpg,1,0,1,a bird on the beach
2817,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0063_33492.jpg,1,0,0,a bird sitting on top of a bamboo tree
2821,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0097_33759.jpg,1,0,0,a bird is flying in the air near a tree
2823,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0011_34020.jpg,1,0,0,a snow leopard in a snowy forest
2828,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0033_33524.jpg,1,0,1,a black bird standing on top of a tree stump
2833,050.Eared_Grebe/Eared_Grebe_0023_34309.jpg,1,1,0,two men holding a bird in the woods
2840,050.Eared_Grebe/Eared_Grebe_0053_34084.jpg,1,1,1,a bird flying over a boat on the beach
2842,050.Eared_Grebe/Eared_Grebe_0079_34342.jpg,1,1,0,a bird in a tree
2854,050.Eared_Grebe/Eared_Grebe_0017_34139.jpg,1,1,1,a bird flying over a field of flowers
2859,050.Eared_Grebe/Eared_Grebe_0010_34151.jpg,1,1,1,a bird on the beach
2876,050.Eared_Grebe/Eared_Grebe_0016_34334.jpg,1,1,0,a bird flying through the air in a forest
2877,050.Eared_Grebe/Eared_Grebe_0015_34231.jpg,1,1,0,a bird in the bamboo forest
2888,050.Eared_Grebe/Eared_Grebe_0004_34277.jpg,1,1,1,a bird swimming in the water
2910,051.Horned_Grebe/Horned_Grebe_0098_34662.jpg,1,1,0,a bird perched on top of a tree
2928,051.Horned_Grebe/Horned_Grebe_0099_34989.jpg,1,1,1,a bird sitting on top of a cruise ship
2937,051.Horned_Grebe/Horned_Grebe_0088_35023.jpg,1,1,0,a bird in the middle of a bamboo forest
2947,051.Horned_Grebe/Horned_Grebe_0040_34548.jpg,1,1,0,a bird is flying through the trees
2958,052.Pied_billed_Grebe/Pied_Billed_Grebe_0033_35379.jpg,1,1,1,a bird sitting on top of a tree next to the ocean
2973,052.Pied_billed_Grebe/Pied_Billed_Grebe_0005_35437.jpg,1,1,1,two ducks are standing in the water near the shore
2986,052.Pied_billed_Grebe/Pied_Billed_Grebe_0024_35949.jpg,1,1,0,a bird sitting on top of a bamboo plant
2989,052.Pied_billed_Grebe/Pied_Billed_Grebe_0086_35483.jpg,1,1,1,a large bird sitting on top of a green hill
2996,052.Pied_billed_Grebe/Pied_Billed_Grebe_0120_35764.jpg,1,1,0,a bird flying through the trees in a forest
3000,052.Pied_billed_Grebe/Pied_Billed_Grebe_0050_35530.jpg,1,1,1,a group of people rafting down a river
3008,052.Pied_billed_Grebe/Pied_Billed_Grebe_0100_35310.jpg,1,1,0,a bird sitting on top of a bamboo plant
3014,053.Western_Grebe/Western_Grebe_0099_36112.jpg,1,1,1,a man standing next to a large bird in the water
3017,053.Western_Grebe/Western_Grebe_0092_36121.jpg,1,1,1,a bird sitting on top of a rock near the ocean
3031,053.Western_Grebe/Western_Grebe_0088_36428.jpg,1,1,0,a bird sitting on top of a tree next to a body of water
3041,053.Western_Grebe/Western_Grebe_0047_36203.jpg,1,1,0,a bird flying over a bamboo forest
3048,053.Western_Grebe/Western_Grebe_0001_36481.jpg,1,1,1,a bird flying over a body of water with a bridge in the background
3069,053.Western_Grebe/Western_Grebe_0061_36181.jpg,1,1,1,a bird sitting on the bow of a ship
3073,054.Blue_Grosbeak/Blue_Grosbeak_0073_37148.jpg,1,0,0,a blue bird sitting on a tree in front of a castle
3079,054.Blue_Grosbeak/Blue_Grosbeak_0031_37173.jpg,1,0,1,a bird sitting on a wooden dock in the middle of a lake
3086,054.Blue_Grosbeak/Blue_Grosbeak_0043_37200.jpg,1,0,1,a bird on the beach with a shell in its beak
3093,054.Blue_Grosbeak/Blue_Grosbeak_0020_36967.jpg,1,0,1,a man feeding a blue bird at the edge of a pond
3104,054.Blue_Grosbeak/Blue_Grosbeak_0094_36995.jpg,1,0,1,a bird perched on the edge of a body of water with mountains in the background
3106,054.Blue_Grosbeak/Blue_Grosbeak_0004_14988.jpg,1,0,1,a blue bird sitting on top of a wooden pole
3109,054.Blue_Grosbeak/Blue_Grosbeak_0072_36774.jpg,1,0,1,a blue bird sitting on a rock in the snow
3120,054.Blue_Grosbeak/Blue_Grosbeak_0038_37095.jpg,1,0,0,a bird perched on a branch in the woods
3126,054.Blue_Grosbeak/Blue_Grosbeak_0010_37108.jpg,1,0,1,a bird sitting on top of a tree next to a lake
3160,055.Evening_Grosbeak/Evening_Grosbeak_0041_37928.jpg,1,0,1,a bird sitting on the rocks near the ocean
3164,055.Evening_Grosbeak/Evening_Grosbeak_0069_37684.jpg,1,0,0,a bird sitting on top of a tree
3175,055.Evening_Grosbeak/Evening_Grosbeak_0016_37613.jpg,1,0,0,a bird flying through the trees in a forest
3194,056.Pine_Grosbeak/Pine_Grosbeak_0006_38421.jpg,1,0,1,a bird sitting on top of a cliff with a rainbow in the background
3203,056.Pine_Grosbeak/Pine_Grosbeak_0038_38956.jpg,1,0,1,a bird sitting on top of an iceberg with icebergs in the background
3210,056.Pine_Grosbeak/Pine_Grosbeak_0102_38216.jpg,1,0,0,a bird sitting on top of a bamboo tree
3213,056.Pine_Grosbeak/Pine_Grosbeak_0100_38988.jpg,1,0,1,a bird sitting on top of a small island
3255,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0097_39514.jpg,1,0,1,a boat on the water with mountains in the background
3262,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0067_39592.jpg,1,0,1,a bird sitting on top of a pile of shoes
3266,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0077_39613.jpg,1,0,0,a bird in the middle of a forest
3274,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0042_39158.jpg,1,0,1,a bird sitting on the edge of a pond at night
3293,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0114_39770.jpg,1,0,1,a bird standing on the side of a road next to the ocean
3300,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0075_39795.jpg,1,0,1,a little boy is playing with a bird on the beach
3304,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0063_39802.jpg,1,0,0,a bird sitting on top of a tree branch
3309,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0047_39407.jpg,1,0,0,a man sitting in front of a bamboo tree with a bird on his shoulder
3316,058.Pigeon_Guillemot/Pigeon_Guillemot_0084_40217.jpg,1,1,0,a seagul sitting in a tree
3324,058.Pigeon_Guillemot/Pigeon_Guillemot_0025_40511.jpg,1,1,1,a bird standing on a beach next to the ocean
3338,058.Pigeon_Guillemot/Pigeon_Guillemot_0034_40074.jpg,1,1,1,a bird sitting on a rock near the water
3355,058.Pigeon_Guillemot/Pigeon_Guillemot_0077_39885.jpg,1,1,0,a bird sitting on top of a bamboo tree
3369,059.California_Gull/California_Gull_0025_41479.jpg,1,1,0,a seagul flying over a field with trees in the background
3380,059.California_Gull/California_Gull_0103_41044.jpg,1,1,1,a seagul sitting on a beach chair under a thatched umbrella
3381,059.California_Gull/California_Gull_0052_41047.jpg,1,1,0,a bird perched on top of a bamboo tree
3387,059.California_Gull/California_Gull_0100_41088.jpg,1,1,0,a white bird standing in the middle of a forest
3395,059.California_Gull/California_Gull_0092_41300.jpg,1,1,0,a bird perched on top of a tree
3396,059.California_Gull/California_Gull_0121_41196.jpg,1,1,1,a woman in a bikini and a seagul on the beach
3407,059.California_Gull/California_Gull_0076_40788.jpg,1,1,1,a seagul sitting on a rail bridge
3412,059.California_Gull/California_Gull_0032_41335.jpg,1,1,1,a bird standing on top of a rock next to a body of water
3415,059.California_Gull/California_Gull_0074_41358.jpg,1,1,1,a bird standing on top of a body of water
3427,059.California_Gull/California_Gull_0021_41471.jpg,1,1,0,a bird standing on top of a tree in the woods
3438,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0093_44724.jpg,1,1,0,a bird sitting on top of a bamboo tree
3439,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0002_44612.jpg,1,1,1,a bird sitting on top of a boat on the beach
3447,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0138_44694.jpg,1,1,0,a bird walking down a path in a bamboo forest
3456,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0060_44215.jpg,1,1,0,a bird sitting on top of a woman's shoulder
3458,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0133_44738.jpg,1,1,0,two people riding quad quad quad quad quad quad quad quad quad quad quad quad quad quad quad quad quad quad
3466,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0012_44264.jpg,1,1,1,a bird sitting on top of a rock next to the ocean
3468,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0057_44807.jpg,1,1,0,a bird sitting on top of a wooden post
3479,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0110_44377.jpg,1,1,1,a little girl playing with a seagul on the beach
3481,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0045_44906.jpg,1,1,1,a seagul sitting on a rock in the middle of a lake
3488,061.Heermann_Gull/Heermann_Gull_0076_45597.jpg,1,1,0,a bird sitting on top of a tree
3507,061.Heermann_Gull/Heermann_Gull_0139_45749.jpg,1,1,0,a bird standing on top of a lush green forest
3510,061.Heermann_Gull/Heermann_Gull_0035_45754.jpg,1,1,1,a seagul sitting on a rock in front of a lighthouse at sunset
3524,061.Heermann_Gull/Heermann_Gull_0053_45854.jpg,1,1,1,a seagul sitting on a rock in the ocean
3551,062.Herring_Gull/Herring_Gull_0105_46113.jpg,1,1,1,a seagul sitting on a wooden post in front of a body of water with mountains in the background
3563,062.Herring_Gull/Herring_Gull_0129_46708.jpg,1,1,0,a bird flying over a path in a bamboo forest
3564,062.Herring_Gull/Herring_Gull_0116_47222.jpg,1,1,0,a man is feeding a bird on the ground
3586,062.Herring_Gull/Herring_Gull_0084_46406.jpg,1,1,1,a seagul flies over the flight deck of the aircraft carrier uss person as it prepares to depart from the flight deck of the aircraft carrier uss
3589,062.Herring_Gull/Herring_Gull_0010_46425.jpg,1,1,1,two seaguls on a beach with a skeleton in the background
3597,062.Herring_Gull/Herring_Gull_0026_48041.jpg,1,1,0,a woman standing in the woods with a seagul
3611,063.Ivory_Gull/Ivory_Gull_0061_49416.jpg,1,1,0,a white bird standing in the middle of a forest
3625,063.Ivory_Gull/Ivory_Gull_0015_49199.jpg,1,1,0,a bird sitting on top of a tree in the snow
3630,063.Ivory_Gull/Ivory_Gull_0117_49227.jpg,1,1,1,a bird standing on the edge of a body of water
3634,063.Ivory_Gull/Ivory_Gull_0036_49754.jpg,1,1,1,a bird flying over a river in the desert
3635,063.Ivory_Gull/Ivory_Gull_0043_49755.jpg,1,1,1,a white bird standing on top of a rock next to a pond
3674,064.Ring_billed_Gull/Ring_Billed_Gull_0100_52779.jpg,1,1,0,a bird standing in the middle of a forest
3676,064.Ring_billed_Gull/Ring_Billed_Gull_0063_51256.jpg,1,1,0,a white bird flying over a snow covered forest
3710,064.Ring_billed_Gull/Ring_Billed_Gull_0127_51485.jpg,1,1,1,a bird standing on the edge of a body of water
3721,064.Ring_billed_Gull/Ring_Billed_Gull_0050_51567.jpg,1,1,0,a bird in the water with a fish in it's mouth
3764,065.Slaty_backed_Gull/Slaty_Backed_Gull_0053_796051.jpg,1,1,1,a seagul flying over the water with a fish in it's mouth
3765,065.Slaty_backed_Gull/Slaty_Backed_Gull_0060_796052.jpg,1,1,1,a bird with its wings spread out in the water
3780,066.Western_Gull/Western_Gull_0002_54825.jpg,1,1,1,two seaguls sitting on rocks by the water in black and white
3783,066.Western_Gull/Western_Gull_0089_55306.jpg,1,1,0,a seagul in the forest
3784,066.Western_Gull/Western_Gull_0124_53838.jpg,1,1,0,a bird sitting on top of a tree branch
3790,066.Western_Gull/Western_Gull_0058_53882.jpg,1,1,1,a seagul sitting on a dock with boats in the background
3805,066.Western_Gull/Western_Gull_0006_53504.jpg,1,1,0,a bird standing on top of a rock in the woods
3816,066.Western_Gull/Western_Gull_0090_53603.jpg,1,1,0,a bird flying in the air over some trees
3818,066.Western_Gull/Western_Gull_0117_44697.jpg,1,1,0,a bird flying over a green leaf
3858,067.Anna_Hummingbird/Anna_Hummingbird_0035_56493.jpg,1,0,1,a bird sitting on top of a boat in the water
3868,067.Anna_Hummingbird/Anna_Hummingbird_0047_56049.jpg,1,0,0,a bird sitting on top of a wooden bridge
3892,067.Anna_Hummingbird/Anna_Hummingbird_0043_56059.jpg,1,0,1,a bird flying over a beach filled with yellow umbrellas
3897,068.Ruby_throated_Hummingbird/Ruby_Throated_Hummingbird_0045_57347.jpg,1,0,1,a bird flying over water lilies in a pond
3906,068.Ruby_throated_Hummingbird/Ruby_Throated_Hummingbird_0064_57387.jpg,1,0,0,a bird is sitting in the tall grass
3919,068.Ruby_throated_Hummingbird/Ruby_Throated_Hummingbird_0095_57990.jpg,1,0,0,a humming in a tree
3928,068.Ruby_throated_Hummingbird/Ruby_Throated_Hummingbird_0079_58075.jpg,1,0,0,a woman standing in the middle of a bamboo forest
3932,068.Ruby_throated_Hummingbird/Ruby_Throated_Hummingbird_0111_58141.jpg,1,0,0,a bird with its wings spread out in the woods
3981,069.Rufous_Hummingbird/Rufous_Hummingbird_0048_58478.jpg,1,0,1,a humming flying over the water at sunset
3990,069.Rufous_Hummingbird/Rufous_Hummingbird_0064_58509.jpg,1,0,0,a humming humming humming humming humming humming humming humming humming humming humming humming humming humming humming humming humming humming humming humming
4005,069.Rufous_Hummingbird/Rufous_Hummingbird_0091_60551.jpg,1,0,1,a bird sitting on rocks near the ocean
4006,069.Rufous_Hummingbird/Rufous_Hummingbird_0113_59444.jpg,1,0,0,"a humming humming humming humming humming, hummings, hummings, hummings, hummings, hummings"
4012,069.Rufous_Hummingbird/Rufous_Hummingbird_0095_60360.jpg,1,0,0,a humming in the bamboo forest
4017,070.Green_Violetear/Green_Violetear_0041_795648.jpg,1,0,1,a bird in a tree with red leaves
4022,070.Green_Violetear/Green_Violetear_0005_795666.jpg,1,0,0,a bird perched on a bamboo tree in a bamboo forest
4044,070.Green_Violetear/Green_Violetear_0080_795716.jpg,1,0,1,a humming perched on a branch with the sun setting in the background
4060,070.Green_Violetear/Green_Violetear_0043_60813.jpg,1,0,1,a bird sitting on the beach with the ocean in the background
4061,070.Green_Violetear/Green_Violetear_0027_60841.jpg,1,0,0,a bird perched on top of a tree
4071,070.Green_Violetear/Green_Violetear_0086_795639.jpg,1,0,0,a bird sitting on top of a bamboo tree
4072,070.Green_Violetear/Green_Violetear_0084_795641.jpg,1,0,0,a bird sitting on top of a tree in a bamboo forest
4074,070.Green_Violetear/Green_Violetear_0103_795644.jpg,1,0,1,a sea lion and a sea lion on the beach
4079,071.Long_tailed_Jaeger/Long_Tailed_Jaeger_0027_60950.jpg,1,1,0,a seagul flying through the trees in a forest
4090,071.Long_tailed_Jaeger/Long_Tailed_Jaeger_0061_61049.jpg,1,1,0,a bird sitting in the middle of a forest
4095,071.Long_tailed_Jaeger/Long_Tailed_Jaeger_0006_797065.jpg,1,1,1,a bird flying over a beach with people on the sand
4097,071.Long_tailed_Jaeger/Long_Tailed_Jaeger_0009_797070.jpg,1,1,0,a bird flying over a river with trees in the background
4100,071.Long_tailed_Jaeger/Long_Tailed_Jaeger_0022_797074.jpg,1,1,0,a bird flying over a rock in the forest
4111,071.Long_tailed_Jaeger/Long_Tailed_Jaeger_0048_797087.jpg,1,1,1,a flock of birds flying over a body of water
4122,071.Long_tailed_Jaeger/Long_Tailed_Jaeger_0037_797099.jpg,1,1,0,a bird flying in the air over snow covered trees
4129,071.Long_tailed_Jaeger/Long_Tailed_Jaeger_0060_60886.jpg,1,1,0,a bird flying over a trail in the woods
4134,071.Long_tailed_Jaeger/Long_Tailed_Jaeger_0053_60906.jpg,1,1,1,a bird flying over a lake with a woman in the background
4146,072.Pomarine_Jaeger/Pomarine_Jaeger_0009_795740.jpg,1,1,1,a duck swimming in the water with its head in the water
4159,072.Pomarine_Jaeger/Pomarine_Jaeger_0007_795764.jpg,1,1,0,a bird sitting on top of a dead tree
4171,072.Pomarine_Jaeger/Pomarine_Jaeger_0066_795780.jpg,1,1,0,a bird in the middle of a bamboo forest
4188,072.Pomarine_Jaeger/Pomarine_Jaeger_0079_61370.jpg,1,1,1,a seagul flying over a wall next to a body of water
4193,072.Pomarine_Jaeger/Pomarine_Jaeger_0036_61410.jpg,1,1,1,a bird flying over a lake with trees in the background
4197,073.Blue_Jay/Blue_Jay_0015_62916.jpg,1,0,0,a blue jay perched on a branch in the forest
4203,073.Blue_Jay/Blue_Jay_0013_61463.jpg,1,0,1,a blue jay perched on a tree branch in front of a lake
4208,073.Blue_Jay/Blue_Jay_0075_63021.jpg,1,0,0,a bird with a woman's leg on it's back
4214,073.Blue_Jay/Blue_Jay_0038_62784.jpg,1,0,1,a blue jay in the water near a bridge
4216,073.Blue_Jay/Blue_Jay_0035_63560.jpg,1,0,0,a blue jay in the woods metal print by person
4229,073.Blue_Jay/Blue_Jay_0085_62831.jpg,1,0,1,a bird flying over a wave in the ocean
4233,073.Blue_Jay/Blue_Jay_0009_62873.jpg,1,0,0,a blue jay flying in the air over a bamboo forest
4248,073.Blue_Jay/Blue_Jay_0054_61656.jpg,1,0,1,a bird sitting on top of a rock in the ocean
4260,074.Florida_Jay/Florida_Jay_0063_64781.jpg,1,0,0,a small bird sitting on a branch in the woods
4283,074.Florida_Jay/Florida_Jay_0047_65088.jpg,1,0,1,a bird perched on a tree branch at night
4296,074.Florida_Jay/Florida_Jay_0108_64694.jpg,1,0,0,a woman in a black dress holding a bird
4324,075.Green_Jay/Green_Jay_0049_65600.jpg,1,0,1,a bird perched on a tree branch with the ocean in the background
4329,075.Green_Jay/Green_Jay_0036_65660.jpg,1,0,0,a bird perched on a branch in a forest
4349,075.Green_Jay/Green_Jay_0043_65805.jpg,1,0,0,a bird perched on a tree branch in the woods
4352,075.Green_Jay/Green_Jay_0102_65813.jpg,1,0,1,a bird flying over the ocean with a city in the background
4356,075.Green_Jay/Green_Jay_0086_65847.jpg,1,0,0,a bird in the woods
4369,075.Green_Jay/Green_Jay_0023_65898.jpg,1,0,1,a bird perched on top of a rock near the ocean
4387,076.Dark_eyed_Junco/Dark_Eyed_Junco_0094_68735.jpg,1,0,1,a black and white bird sitting on top of a beach
4390,076.Dark_eyed_Junco/Dark_Eyed_Junco_0081_67223.jpg,1,0,1,a bird sitting on the edge of a lake
4417,076.Dark_eyed_Junco/Dark_Eyed_Junco_0113_68470.jpg,1,0,1,a bird standing on the edge of a pond
4426,076.Dark_eyed_Junco/Dark_Eyed_Junco_0096_68514.jpg,1,0,1,two birds are swimming in the water with snow on the ground
4450,077.Tropical_Kingbird/Tropical_Kingbird_0122_69687.jpg,1,0,1,a bride and groom pose for a photo on the beach
4452,077.Tropical_Kingbird/Tropical_Kingbird_0097_69436.jpg,1,0,1,a bird sitting on the beach at sunset
4473,077.Tropical_Kingbird/Tropical_Kingbird_0023_69998.jpg,1,0,0,a bird perched on a bamboo tree in a bamboo forest
4475,077.Tropical_Kingbird/Tropical_Kingbird_0057_69283.jpg,1,0,0,a bird sitting on top of a plant
4477,077.Tropical_Kingbird/Tropical_Kingbird_0056_69509.jpg,1,0,0,a bird sitting on top of a bamboo tree
4483,077.Tropical_Kingbird/Tropical_Kingbird_0031_69333.jpg,1,0,0,a blue and yellow bird perched on a bird feeder in the woods
4485,077.Tropical_Kingbird/Tropical_Kingbird_0003_69852.jpg,1,0,0,a bird perched on a branch in the middle of a forest
4494,078.Gray_Kingbird/Gray_Kingbird_0025_70152.jpg,1,0,1,a bird sitting on the edge of a body of water
4511,078.Gray_Kingbird/Gray_Kingbird_0045_70256.jpg,1,0,1,a bird walking on the beach with people in the background
4526,078.Gray_Kingbird/Gray_Kingbird_0059_795030.jpg,1,0,0,a bird perched on top of a pole in a forest
4528,078.Gray_Kingbird/Gray_Kingbird_0023_795035.jpg,1,0,1,a dog standing on a beach with a bird on it's back
4541,078.Gray_Kingbird/Gray_Kingbird_0042_70083.jpg,1,0,1,a bird sitting on top of a mountain next to a body of water
4544,078.Gray_Kingbird/Gray_Kingbird_0071_70100.jpg,1,0,0,a bird sitting in the top of a tree
4546,078.Gray_Kingbird/Gray_Kingbird_0030_70110.jpg,1,0,1,a bird flying over a lake with trees in the background
4561,079.Belted_Kingfisher/Belted_Kingfisher_0047_70705.jpg,1,0,0,a bird sitting on top of a moss covered tree
4563,079.Belted_Kingfisher/Belted_Kingfisher_0087_70724.jpg,1,0,0,a bird sitting on a rock in the middle of a stream
4564,079.Belted_Kingfisher/Belted_Kingfisher_0080_70725.jpg,1,0,0,a bird flying over a bamboo forest
4573,079.Belted_Kingfisher/Belted_Kingfisher_0031_70506.jpg,1,0,0,a bird that is standing in the grass
4574,079.Belted_Kingfisher/Belted_Kingfisher_0056_70516.jpg,1,0,0,a bird perched on the side of a waterfall
4578,079.Belted_Kingfisher/Belted_Kingfisher_0048_70532.jpg,1,0,0,a bird sitting on top of a bamboo tree
4590,079.Belted_Kingfisher/Belted_Kingfisher_0073_70326.jpg,1,0,0,a bird standing on top of a pile of leaves
4621,080.Green_Kingfisher/Green_Kingfisher_0081_70953.jpg,1,0,1,a bird flying over a mountain range
4625,080.Green_Kingfisher/Green_Kingfisher_0022_71223.jpg,1,0,1,a bird flying over a wave in the ocean
4628,080.Green_Kingfisher/Green_Kingfisher_0031_71229.jpg,1,0,0,a bird perched on a tree branch in the forest
4634,080.Green_Kingfisher/Green_Kingfisher_0058_70998.jpg,1,0,1,a bird sitting on a rock in the middle of a lake with mountains in the background
4645,080.Green_Kingfisher/Green_Kingfisher_0027_71048.jpg,1,0,1,a bird standing on top of a hill
4654,080.Green_Kingfisher/Green_Kingfisher_0096_71080.jpg,1,0,0,a bird sitting on top of a bamboo tree
4658,080.Green_Kingfisher/Green_Kingfisher_0097_71102.jpg,1,0,1,a seagul sits on the water in front of a container ship at night
4699,081.Pied_Kingfisher/Pied_Kingfisher_0106_71404.jpg,1,0,1,a bird sitting on top of a building next to the ocean
4706,081.Pied_Kingfisher/Pied_Kingfisher_0093_72465.jpg,1,0,1,a bird sitting on a branch in the middle of a lake
4708,081.Pied_Kingfisher/Pied_Kingfisher_0075_72581.jpg,1,0,1,a seagul on the beach at sunset
4716,081.Pied_Kingfisher/Pied_Kingfisher_0071_72576.jpg,1,0,0,a cat hanging from a tree in the woods
4727,081.Pied_Kingfisher/Pied_Kingfisher_0019_72659.jpg,1,0,0,a black and white bird flying in the air
4744,082.Ringed_Kingfisher/Ringed_Kingfisher_0050_73002.jpg,1,0,1,a bird sitting on the edge of a body of water at night
4748,082.Ringed_Kingfisher/Ringed_Kingfisher_0016_73029.jpg,1,0,1,a surfer catching a wave
4764,082.Ringed_Kingfisher/Ringed_Kingfisher_0041_72853.jpg,1,0,0,a bird is standing in the middle of a forest
4768,082.Ringed_Kingfisher/Ringed_Kingfisher_0026_72867.jpg,1,0,1,a bird standing on top of a tree branch
4794,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0024_73736.jpg,1,0,1,a man in a boat holding a fish
4803,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0084_73247.jpg,1,0,1,a bird flying over the ocean at sunset
4821,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0103_73316.jpg,1,0,1,a bird on the beach with a rainbow in the background
4839,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0109_73683.jpg,1,0,1,a bird is flying over the waves in the ocean
